Year,Player,Age,Hometown,Home State,Tm,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,FantPos,FantPt,Height (inches),Weight,College,College wins,College losses,DOB,Draft Round,Draft Year,Month_of_Birth
1999,Kurt Warner,28,Burlington,IA,STL,16,16,325,499,4353,41,13,23,92,4,1,0,0,,0,QB,329,74,220,Northern Iowa,#N/A,#N/A,22-06-1971,0,0,6
1999,Marshall Faulk,26,New Orleans,LA,STL,16,16,0,1,0,0,0,253,1381,5.46,7,87,1048,12.05,5,RB,317,70,211,San Diego St.,77,104,26-02-1973,1,1994,2
1999,Paul Justin,31,Schaumburg,IL,STL,10,0,9,14,91,0,0,5,-1,-0.2,0,0,0,,0,QB,4,76,211,Arizona St.,101,86,19-05-1968,7,1991,5
1999,Ricky Proehl,31,Bronx,NY,STL,15,2,0,0,0,0,0,0,0,,0,33,349,10.58,0,WR,35,73,190,Wake Forest,86,96,07-03-1968,3,1990,3
1999,Robert Holcombe,24,Houston,TX,STL,15,7,0,0,0,0,0,78,294,3.77,4,14,163,11.64,1,RB,76,71,208,Illinois,73,107,11-12-1975,2,1998,12
1999,Roland Williams,24,Rochester,NY,STL,16,15,0,0,0,0,0,0,0,,0,25,226,9.04,6,TE,59,77,265,Syracuse,81,101,27-04-1975,4,1998,4
1999,Torry Holt,23,Greensboro,NC,STL,16,15,0,0,0,0,0,3,25,8.33,0,52,788,15.15,6,WR,117,73,190,North Carolina St.,98,88,05-06-1976,1,1999,6
1999,Bert Emanuel,29,Kansas City,MO,TAM,11,10,0,0,0,0,0,0,0,,0,22,238,10.82,1,WR,30,70,180,UCLA,100,88,26-10-1970,2,0,10
1999,Darnell McDonald,23,Fairfax,VA,TAM,8,0,0,0,0,0,0,0,0,,0,9,96,10.67,1,WR,16,75,190,Kansas St.,118,71,26-05-1976,7,1999,5
1999,Dave Moore,30,Morristown,NJ,TAM,16,16,0,0,0,0,0,0,0,,0,23,276,12,5,TE,58,74,250,Pittsburgh,106,80,11-11-1969,7,1992,11
1999,Eric Zeier,27,Pensacola,FL,TAM,2,1,32,55,270,0,1,3,7,2.33,0,0,0,,0,QB,10,73,214,Marietta,#N/A,#N/A,06-09-1972,3,0,9
1999,Fred McAfee,31,Philadelphia,MS,TAM,1,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,70,193,Mississippi Col.,#N/A,#N/A,20-06-1968,6,0,6
1999,Jacquez Green,23,Fort Valley,GA,TAM,16,10,0,0,0,0,0,3,8,2.67,0,56,791,14.13,3,WR,98,70,172,Florida,139,55,15-01-1976,2,1998,1
1999,John Davis,26,Jasper,TX,TAM,16,0,0,0,0,0,0,0,0,,0,2,7,3.5,1,TE,7,76,257,Emporia St.,#N/A,#N/A,14-05-1973,5,0,5
1999,Karl Williams,28,Albion,MI,TAM,13,4,0,0,0,0,0,0,0,,0,21,176,8.38,0,WR,18,71,177,Texas A&M-Kingsville,#N/A,#N/A,10-04-1971,0,0,4
1999,Kevin McLeod,25,Montego Bay,Jamaica,TAM,7,0,0,0,0,0,0,0,0,,0,2,5,2.5,1,RB,7,73,250,Auburn,130,61,17-10-1974,6,1998,10
1999,Mike Alstott,26,Joliet,IL,TAM,16,16,0,0,0,0,0,242,949,3.92,7,27,239,8.85,2,RB,173,73,248,Purdue,92,94,21-12-1973,2,1996,12
1999,Patrick Hape,25,Killen,AL,TAM,15,1,0,0,0,0,0,0,0,,0,5,12,2.4,1,TE,7,76,262,Alabama,114,58,06-06-1974,5,1997,6
1999,Rabih Abdullah,24,Martinsville,VA,TAM,15,1,0,0,0,0,0,5,12,2.4,0,2,11,5.5,0,RB,2,73,220,Lehigh,#N/A,#N/A,27-04-1975,0,0,4
1999,Reidel Anthony,23,Pahokee,FL,TAM,13,7,0,0,0,0,0,1,2,2,0,30,296,9.87,1,WR,36,71,178,Florida,139,55,20-10-1976,1,1997,10
1999,Shaun King,22,St. Petersburg,FL,TAM,6,5,89,146,875,7,4,18,38,2.11,0,0,0,,0,QB,59,73,215,Tulane,60,119,29-05-1977,2,1999,5
1999,Trent Dilfer,27,Santa Cruz,CA,TAM,10,10,146,244,1619,11,11,35,144,4.11,0,0,0,,0,QB,101,76,225,Fresno St.,121,74,13-03-1972,1,1994,3
1999,Warrick Dunn,24,Baton Rouge,LA,TAM,15,15,0,0,0,0,0,195,616,3.16,0,64,589,9.2,2,RB,133,69,180,Florida St.,130,54,05-01-1975,1,1997,1
1999,Chris Sanders,27,Denver,CO,TEN,16,0,0,0,0,0,0,0,0,,0,20,336,16.8,1,WR,40,73,188,Ohio St.,138,41,08-05-1972,3,1995,5
1999,Eddie George,26,Philadelphia,PA,TEN,16,16,0,0,0,0,0,320,1304,4.08,9,47,458,9.74,4,RB,254,75,235,Ohio St.,138,41,24-09-1973,1,0,9
1999,Frank Wycheck,28,Philadelphia,PA,TEN,16,16,1,1,61,1,0,0,0,,0,69,641,9.29,2,TE,83,75,253,Maryland,98,86,14-10-1971,6,1993,10
1999,Isaac Byrd,25,St. Louis,MO,TEN,12,6,0,0,0,0,0,0,0,,0,14,261,18.64,2,WR,38,73,188,Kansas,71,109,16-11-1974,6,1997,11
1999,Jackie Harris,31,Pine Bluff,AR,TEN,12,1,0,0,0,0,0,0,0,,0,26,297,11.42,1,TE,38,76,244,La-Monroe,65,111,04-01-1968,4,0,1
1999,Joey Kent,25,Huntsville,AL,TEN,8,0,0,0,0,0,0,0,0,,0,3,42,14,0,WR,4,73,191,Tennessee,113,75,23-04-1974,2,1997,4
1999,Kevin Dyson,24,Logan,UT,TEN,16,16,0,0,0,0,0,1,3,3,0,54,658,12.19,4,WR,90,73,208,Utah,123,61,23-06-1975,1,1998,6
1999,Larry Brown,23,Decatur,GA,TEN,9,0,0,0,0,0,0,0,0,,0,0,0,,0,TE,,76,280,Georgia,142,53,01-09-1976,0,0,9
1999,Lorenzo Neal,29,Hanford,CA,TEN,16,14,0,0,0,0,0,2,1,0.5,1,7,27,3.86,2,RB,21,71,255,Fresno St.,121,74,27-12-1970,4,1993,12
1999,Michael Roan,27,Iowa City,IA,TEN,11,1,0,0,0,0,0,0,0,,0,9,93,10.33,3,TE,27,75,251,Wisconsin,135,60,29-08-1972,4,1995,8
1999,Neil O'Donnell,33,Madison,NJ,TEN,8,5,116,195,1382,10,5,19,1,0.05,0,0,0,,0,QB,85,75,228,Maryland,98,86,03-07-1966,3,1990,7
1999,Rodney Thomas,26,Trinity,TX,TEN,16,0,0,0,0,0,0,43,164,3.81,1,9,72,8,0,RB,30,70,210,Texas A&M,107,79,30-03-1973,3,1995,3
1999,Spencer George,26,Beaumont,TX,TEN,8,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,69,202,Rice,76,104,28-10-1973,0,0,10
1999,Steve McNair,26,Mount Olive,MS,TEN,11,11,187,331,2179,12,8,72,337,4.68,8,0,0,,0,QB,201,74,235,Alcorn St.,#N/A,#N/A,14-02-1973,1,1995,2
1999,Yancey Thigpen,30,Tarboro,NC,TEN,10,10,0,0,0,0,0,0,0,,0,38,648,17.05,4,WR,89,73,208,Winston-Salem St.,#N/A,#N/A,15-08-1969,4,0,8
1999,Albert Connell,25,Fort Lauderdale,FL,WAS,15,14,0,0,0,0,0,1,8,8,0,62,1132,18.26,7,WR,156,73,179,Texas A&M,107,79,13-05-1974,4,1997,5
1999,Brad Johnson,31,Marietta,GA,WAS,16,16,316,519,4005,24,13,26,31,1.19,2,0,0,,0,QB,247,77,226,Florida St.,130,54,13-09-1968,9,1992,9
1999,Casey Weldon,30,Americus,GA,WAS,2,0,0,0,0,0,0,5,-4,-0.8,0,0,0,,0,QB,,73,206,Florida St.,130,54,03-02-1969,4,1992,2
1999,Derrius Thompson,22,Dallas,TX,WAS,1,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,74,220,Baylor,71,108,05-07-1977,0,0,7
1999,Irving Fryar,37,Mount Holly,NJ,WAS,16,1,0,0,0,0,0,0,0,,0,26,254,9.77,2,WR,37,73,200,Nebraska,134,61,28-09-1962,1,1984,9
1999,James Jenkins,32,Staten Island,NY,WAS,16,4,0,0,0,0,0,0,0,,0,1,30,30,0,TE,3,74,243,Rutgers,87,96,17-08-1967,0,0,8
1999,James Thrash,24,Denver,CO,WAS,16,0,0,0,0,0,0,1,37,37,0,3,44,14.67,0,WR,8,73,200,Missouri Southern,#N/A,#N/A,28-04-1975,0,0,4
1999,Larry Bowie,26,Anniston,AL,WAS,2,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,73,249,Georgia,142,53,21-03-1973,0,0,3
1999,Larry Centers,31,Tatum,TX,WAS,16,12,0,0,0,0,0,13,51,3.92,0,69,544,7.88,3,RB,78,73,225,S.F. Austin,#N/A,#N/A,01-06-1968,5,0,6
1999,Michael Westbrook,27,Detroit,MI,WAS,16,16,0,0,0,0,0,7,35,5,0,65,1191,18.32,9,WR,179,75,220,Colorado,78,108,07-07-1972,1,1995,7
1999,Mike Sellers,24,Frankfurt,Germany,WAS,16,2,0,0,0,0,0,0,0,,0,7,105,15,2,TE,23,75,260,Walla Walla CC (WA),#N/A,#N/A,21-07-1975,0,0,7
1999,Rodney Peete,33,Mesa,AZ,WAS,3,0,8,17,107,2,1,2,-1,-0.5,0,0,0,,0,QB,10,73,230,USC,129,49,16-03-1966,6,1989,3
1999,Skip Hicks,25,Corsicana,TX,WAS,10,2,0,0,0,0,0,78,257,3.29,3,8,72,9,0,RB,51,73,230,UCLA,100,88,13-10-1974,3,1998,10
1999,Stephen Alexander,24,Chickasha,OK,WAS,15,15,0,0,0,0,0,0,0,,0,29,324,11.17,3,TE,50,76,246,Oklahoma,160,39,07-11-1975,2,1998,11
1999,Stephen Davis,25,Spartanburg,SC,WAS,14,14,0,0,0,0,0,290,1405,4.84,17,23,111,4.83,0,RB,256,73,230,Auburn,130,61,01-03-1974,4,1996,3
2000,Bryan Gilmore,22,Lufkin,TX,ARI,1,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,73,200,Midwestern St.,#N/A,#N/A,21-07-1978,0,0,7
2000,Chris Gedney,30,Liverpool,NY,ARI,13,3,0,0,0,0,0,0,0,,0,10,75,7.5,0,TE,8,77,258,Syracuse,81,101,09-08-1970,0,1993,8
2000,Chris Greisen,24,Sturgeon Bay,WI,ARI,3,0,6,10,65,1,0,1,1,1,0,0,0,,0,QB,7,75,227,NW Missouri St.,#N/A,#N/A,02-07-1976,0,1999,7
2000,Clarence Williams,23,Detroit,MI,ARI,2,0,0,0,0,0,0,0,0,,0,1,5,5,0,RB,1,69,193,Michigan,124,64,16-05-1977,0,0,5
2000,Dave Brown,30,Summit,NJ,ARI,6,2,40,69,467,2,3,1,0,0,0,0,0,,0,QB,21,77,230,Duke,44,134,25-02-1970,1,0,2
2000,David Boston,22,Humble,TX,ARI,16,16,0,0,0,0,0,3,9,3,0,71,1156,16.28,7,WR,159,74,240,Ohio St.,138,41,19-08-1978,1,1999,8
2000,Dennis McKinley,24,Kosciusko,MS,ARI,16,0,0,0,0,0,0,0,0,,0,2,13,6.5,0,RB,1,74,250,Mississippi St.,83,99,03-11-1976,0,1999,11
2000,Frank Sanders,27,Fort Lauderdale,FL,ARI,16,16,0,0,0,0,0,0,0,,0,54,749,13.87,6,WR,111,74,215,Auburn,130,61,17-02-1973,0,1995,2
2000,Jake Plummer,26,Boise,ID,ARI,14,14,270,475,2946,13,21,37,183,4.95,0,0,0,,0,QB,146,74,212,Arizona St.,101,86,19-12-1974,2,1997,12
2000,Jay Tant,23,Kettering,OH,ARI,5,0,0,0,0,0,0,0,0,,0,1,4,4,0,TE,,75,254,Northwestern,92,92,04-12-1977,0,2000,12
2000,Joel Makovicka,25,Brainard,NE,ARI,14,10,0,0,0,0,0,3,8,2.67,0,6,18,3,0,RB,3,71,246,Nebraska,134,61,06-10-1975,0,1999,10
2000,Michael Pittman,25,New Orleans,LA,ARI,16,12,0,0,0,0,0,184,719,3.91,4,73,579,7.93,2,RB,166,73,218,Fresno St.,121,74,14-08-1975,0,1998,8
2000,Terry Hardy,24,Montgomery,AL,ARI,16,15,0,0,0,0,0,0,0,,0,27,160,5.93,1,TE,22,76,266,Southern Miss,104,85,31-05-1976,0,1998,5
2000,Thomas Jones,22,Big Stone Gap,VA,ARI,14,4,0,0,0,0,0,112,373,3.33,2,32,208,6.5,0,RB,70,70,220,Virginia,90,95,19-08-1978,1,2000,8
2000,Trey Junkin,39,Conway,AR,ARI,16,0,0,0,0,0,0,0,0,,0,0,0,,0,TE,,74,240,Louisiana Tech,86,95,23-01-1961,0,1983,1
2000,Tywan Mitchell,25,Crete,IL,ARI,10,1,0,0,0,0,0,0,0,,0,5,80,16,0,WR,8,77,245,Mankato St.,#N/A,#N/A,10-12-1975,0,0,12
2000,Bob Christian,32,St. Louis,MO,ATL,16,14,0,0,0,0,0,9,19,2.11,0,44,315,7.16,0,RB,33,71,226,Northwestern,92,92,14-11-1968,0,1991,11
2000,Brian Finneran,24,Mission Viejo,CA,ATL,12,0,0,0,0,0,0,0,0,,0,7,60,8.57,0,WR,6,77,210,Villanova,#N/A,#N/A,31-01-1976,0,0,1
2000,Brian Kozlowski,30,Rochester,NY,ATL,16,3,0,0,0,0,0,0,0,,0,15,151,10.07,2,TE,27,75,250,Connecticut,83,86,04-10-1970,0,0,10
2000,Chris Chandler,35,Everett,WA,ATL,14,13,192,331,2236,10,12,21,60,2.86,0,1,-4,-4,0,QB,111,76,224,Washington,86,98,12-10-1965,0,1988,10
2000,Dallas Neil,24,Great Falls,MT,ATL,6,0,0,0,0,0,0,0,0,,0,0,0,,0,TE,,73,215,Montana,#N/A,#N/A,30-09-1976,0,0,9
2000,Danny Kanell,27,Fort Lauderdale,FL,ATL,5,1,57,116,524,2,5,1,0,0,0,0,0,,0,QB,19,75,218,Florida St.,130,54,21-11-1973,0,1996,11
2000,Derek Rackley,23,Apple Valley,MN,ATL,16,0,0,0,0,0,0,0,0,,0,0,0,,0,TE,,76,250,Minnesota,90,96,18-07-1977,0,0,7
2000,Doug Johnson,23,Gainesville,FL,ATL,4,2,36,67,406,2,3,3,11,3.67,0,0,0,,0,QB,19,74,225,Florida,139,55,27-10-1977,0,0,10
2000,Eugene Baker,24,Monroeville,PA,ATL,1,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,74,183,Kent St.,66,111,18-03-1976,0,1999,3
2000,Gary Downs,28,Columbus,GA,ATL,16,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,73,212,North Carolina St.,98,88,06-06-1972,0,1994,6
2000,Jamal Anderson,28,Woodland Hills,CA,ATL,16,16,0,0,0,0,0,282,1024,3.63,6,42,382,9.1,0,RB,179,71,237,Utah,123,61,30-09-1972,0,1994,9
2000,Jammi German,26,Fort Myers,FL,ATL,9,0,0,0,0,0,0,0,0,,0,1,10,10,0,WR,1,73,191,Miami (FL),130,58,04-07-1974,0,1998,7
2000,Mareno Philyaw,23,Atlanta,GA,ATL,1,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,74,208,Troy,83,75,19-12-1977,0,2000,12
2000,Maurice Smith,24,Palmyra,NC,ATL,10,0,0,0,0,0,0,19,69,3.63,0,1,5,5,0,RB,7,73,235,North Carolina A&T,#N/A,#N/A,07-09-1976,0,0,9
2000,Reggie Kelly,23,Aberdeen,MS,ATL,16,16,0,0,0,0,0,0,0,,0,31,340,10.97,2,TE,46,76,255,Mississippi St.,83,99,22-02-1977,0,1999,2
2000,Ron Rivers,29,Elizabeth,NJ,ATL,6,0,0,0,0,0,0,8,27,3.38,0,0,0,,0,RB,3,68,205,Fresno St.,121,74,13-11-1971,0,0,11
2000,Shawn Jefferson,31,Jacksonville,FL,ATL,16,14,0,0,0,0,0,1,1,1,0,60,822,13.7,2,WR,94,71,185,Central Florida,99,86,22-02-1969,0,1991,2
2000,Terance Mathis,33,Detroit,MI,ATL,16,16,0,0,0,0,0,1,-5,-5,0,57,679,11.91,5,WR,97,70,177,New Mexico,72,111,07-06-1967,0,1990,6
2000,Winslow Oliver,27,Houston,TX,ATL,12,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,67,180,New Mexico,72,111,03-03-1973,0,1996,3
2000,Ben Coates,31,Greenwood,SC,BAL,16,9,0,0,0,0,0,0,0,,0,9,84,9.33,0,TE,10,77,245,Livingstone,#N/A,#N/A,16-08-1969,0,1991,8
2000,Billy Davis,28,El Paso,TX,BAL,16,1,0,0,0,0,0,0,0,,0,3,62,20.67,0,WR,6,73,205,Pittsburgh,106,80,06-07-1972,0,0,7
2000,Brandon Stokley,24,Blacksburg,VA,BAL,7,1,0,0,0,0,0,1,6,6,0,11,184,16.73,2,WR,31,71,197,La-Lafayette,74,104,23-06-1976,0,1999,6
2000,Charles Evans,33,Augusta,GA,BAL,1,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,73,240,Clark (GA),#N/A,#N/A,16-04-1967,0,1992,4
2000,Chris Redman,23,Louisville,KY,BAL,2,0,2,3,19,0,0,1,0,0,0,0,0,,0,QB,1,75,223,Louisville,127,61,07-07-1977,0,2000,7
2000,Frank Wainright,33,Peoria,IL,BAL,8,0,0,0,0,0,0,0,0,,0,0,0,,0,TE,,74,255,Northern Colorado,#N/A,#N/A,10-10-1967,0,1991,10
2000,Jamal Lewis,21,Atlanta,GA,BAL,16,13,0,0,0,0,0,309,1364,4.41,6,27,296,10.96,0,RB,204,71,240,Tennessee,113,75,29-08-1979,1,2000,8
2000,John Jones,25,Cleveland,OH,BAL,8,0,0,0,0,0,0,0,0,,0,0,0,,0,TE,,76,255,Pittsburgh,106,80,04-04-1975,0,0,4
2000,Obafemi Ayanbadejo,25,Chicago,IL,BAL,8,4,0,0,0,0,0,15,37,2.47,1,23,168,7.3,1,RB,33,74,235,San Diego St.,77,104,05-03-1975,0,0,3
2000,Patrick Johnson,24,Gainesville,GA,BAL,12,9,0,0,0,0,0,2,21,10.5,0,12,156,13,2,WR,30,70,186,Oregon,143,47,10-08-1976,0,1998,8
2000,Priest Holmes,27,Fort Smith,AR,BAL,16,2,0,0,0,0,0,137,588,4.29,2,32,221,6.91,0,RB,93,69,213,Texas,149,45,07-10-1973,0,0,10
2000,Qadry Ismail,30,Newark,NJ,BAL,15,13,0,0,0,0,0,0,0,,0,49,655,13.37,5,WR,96,73,196,Syracuse,81,101,08-11-1970,0,1993,11
2000,Sam Gash,31,Hendersonville,NC,BAL,15,4,0,0,0,0,0,2,2,1,0,6,30,5,1,RB,9,73,242,Penn St.,15,68,07-03-1969,0,1992,3
2000,Shannon Sharpe,32,Chicago,IL,BAL,16,15,0,0,0,0,0,0,0,,0,67,810,12.09,5,TE,111,74,228,Savannah St.,#N/A,#N/A,26-06-1968,0,1990,6
2000,Tony Banks,27,San Diego,CA,BAL,11,8,150,274,1578,8,8,19,57,3,0,0,0,,0,QB,87,76,230,Michigan St.,112,76,05-04-1973,0,1996,4
2000,Travis Taylor,21,Fernandina Beach,FL,BAL,9,8,0,0,0,0,0,2,11,5.5,0,28,276,9.86,3,WR,47,73,210,Jacksonville Ribault,#N/A,#N/A,30-03-1979,1,2000,3
2000,Trent Dilfer,28,Santa Cruz,CA,BAL,11,8,134,226,1502,12,11,20,75,3.75,0,1,-1,-1,0,QB,93,76,225,Fresno St.,121,74,13-03-1972,1,1994,3
2000,Alex Van Pelt,30,Pittsburgh,PA,BUF,1,0,4,8,67,0,0,0,0,,0,0,0,,0,QB,3,73,220,Pittsburgh,106,80,01-05-1970,0,1993,5
2000,Antowain Smith,28,Millbrook,AL,BUF,11,3,0,0,0,0,0,101,354,3.5,4,3,20,6.67,0,RB,61,74,232,Houston,98,88,14-03-1972,1,1997,3
2000,Avion Black,23,Nashville,TN,BUF,2,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,71,185,Tennessee St.,#N/A,#N/A,24-04-1977,0,2000,4
2000,Bobby Collins,24,York,AL,BUF,12,2,0,0,0,0,0,0,0,,0,6,72,12,0,TE,7,76,246,North Alabama,#N/A,#N/A,26-08-1976,0,1999,8
2000,Doug Flutie,38,Manchester,MD,BUF,11,5,132,231,1700,8,3,36,161,4.47,1,0,0,,0,QB,116,70,180,Boston Col.,116,74,23-10-1962,0,1985,10
2000,Eric Moulds,27,Lucedale,MS,BUF,16,16,0,0,0,0,0,2,24,12,0,94,1326,14.11,5,WR,165,74,210,Mississippi St.,83,99,17-07-1973,1,1996,7
2000,Jay Riemersma,27,Evansville,IN,BUF,12,12,0,0,0,0,0,0,0,,0,31,372,12,5,TE,67,77,255,Michigan,124,64,17-05-1973,0,1996,5
2000,Jeremy McDaniel,24,New Bern,NC,BUF,16,6,0,0,0,0,0,0,0,,0,43,697,16.21,2,WR,82,73,197,Arizona,82,99,02-05-1976,0,0,5
2000,Jonathan Linton,26,Allentown,PA,BUF,14,2,0,0,0,0,0,38,112,2.95,0,3,8,2.67,1,RB,18,73,234,North Carolina,70,97,07-11-1974,0,1998,11
2000,Kwame Cavil,21,Waco,TX,BUF,16,0,0,0,0,0,0,0,0,,0,4,66,16.5,0,WR,7,74,202,Texas,149,45,03-05-1979,0,0,5
2000,Peerless Price,24,Dayton,OH,BUF,16,16,0,0,0,0,0,2,32,16,0,52,762,14.65,3,WR,97,71,190,Tennessee,113,75,27-10-1976,0,1999,10
2000,Rob Johnson,27,Newport Beach,CA,BUF,12,11,175,306,2125,12,7,42,307,7.31,1,1,-6,-6,0,QB,155,76,204,USC,129,49,18-03-1973,0,1995,3
2000,Sammy Morris,23,San Antonio,TX,BUF,12,8,0,0,0,0,0,93,341,3.67,5,37,268,7.24,1,RB,97,73,220,Texas Tech,120,70,23-03-1977,0,2000,3
2000,Shawn Bryson,24,Franklin,NC,BUF,16,7,0,0,0,0,0,161,591,3.67,0,32,271,8.47,2,RB,100,73,228,Tennessee,113,75,30-11-1976,0,1999,11
2000,Sheldon Jackson,24,Culver City,CA,BUF,16,8,0,0,0,0,0,0,0,,0,5,36,7.2,1,TE,10,75,250,Nebraska,134,61,24-07-1976,0,1999,7
2000,Brad Hoover,24,High Point,NC,CAR,16,4,0,0,0,0,0,89,290,3.26,1,15,112,7.47,0,RB,46,73,242,West. Carolina,#N/A,#N/A,11-11-1976,0,0,11
2000,Brian Kinchen,35,Baton Rouge,LA,CAR,16,0,0,0,0,0,0,0,0,,0,1,7,7,0,TE,1,74,240,LSU,146,48,06-08-1965,0,1988,8
2000,Casey Crawford,23,Washington,DC,CAR,8,0,0,0,0,0,0,0,0,,0,4,47,11.75,1,TE,11,78,255,Virginia,90,95,01-08-1977,0,0,8
2000,Chris Hetherington,28,North Branford,CT,CAR,16,5,0,0,0,0,0,23,65,2.83,2,14,116,8.29,1,RB,36,75,245,Yale,#N/A,#N/A,27-11-1972,0,0,11
2000,Dameyune Craig,26,Mobile,AL,CAR,4,0,0,0,0,0,0,2,4,2,0,2,4,2,0,QB,1,73,200,Auburn,130,61,19-04-1974,0,0,4
2000,Dialleo Burks,26,La Grange,GA,CAR,1,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,74,181,East. Kentucky,#N/A,#N/A,07-07-1974,0,0,7
2000,Donald Hayes,25,Century,FL,CAR,15,15,0,0,0,0,0,0,0,,0,66,926,14.03,3,WR,111,76,220,Wisconsin,135,60,13-07-1975,0,1998,7
2000,Isaac Byrd,26,St. Louis,MO,CAR,15,4,0,0,0,0,0,0,0,,0,22,241,10.95,2,WR,36,73,188,Kansas,71,109,16-11-1974,0,1997,11
2000,Jeff Lewis,27,Columbus,OH,CAR,5,0,16,32,120,0,1,8,36,4.5,0,0,0,,0,QB,6,74,211,Northern Arizona,#N/A,#N/A,17-04-1973,0,1996,4
2000,Karl Hankton,30,New Orleans,LA,CAR,16,0,0,0,0,0,0,0,0,,0,4,38,9.5,0,WR,4,74,202,LSU,146,48,24-07-1970,0,0,7
2000,Kris Mangum,27,Magee,MS,CAR,15,7,0,0,0,0,0,0,0,,0,19,215,11.32,1,TE,28,76,249,Alabama,114,58,15-08-1973,0,1997,8
2000,Muhsin Muhammad,27,Lansing,MI,CAR,16,16,0,0,0,0,0,2,12,6,0,102,1183,11.6,6,WR,156,74,217,Michigan St.,112,76,05-05-1973,0,1996,5
2000,Natrone Means,28,Harrisburg,NC,CAR,1,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,70,245,North Carolina,70,97,26-04-1972,0,1993,4
2000,Steve Beuerlein,35,Los Angeles,CA,CAR,16,16,324,533,3730,19,18,44,106,2.41,1,0,0,,0,QB,208,75,220,Notre Dame,112,74,07-03-1965,0,1987,3
2000,Tim Biakabutuka,26,Kinshasa,Zaire,CAR,12,11,0,0,0,0,0,173,627,3.62,2,34,341,10.03,2,RB,121,73,215,Vanier Coll.,#N/A,#N/A,24-01-1974,1,1996,1
2000,Wesley Walls,34,Batesville,MS,CAR,8,8,0,0,0,0,0,0,0,,0,31,422,13.61,2,TE,54,77,240,Mississippi,92,91,26-02-1966,0,1989,2
2000,William Floyd,28,St. Petersburg,FL,CAR,10,8,0,0,0,0,0,16,33,2.06,1,17,114,6.71,1,RB,27,73,242,Florida St.,130,54,17-02-1972,1,1994,2
2000,Alonzo Mayes,25,Oklahoma City,OK,CHI,5,3,0,0,0,0,0,0,0,,0,4,40,10,0,TE,4,76,259,Oklahoma St.,113,73,04-06-1975,0,1998,6
2000,Bobby Engram,27,Camden,SC,CHI,3,3,0,0,0,0,0,1,1,1,0,16,109,6.81,0,WR,11,70,188,Penn St.,15,68,07-01-1973,0,1996,1
2000,Cade McNown,23,Portland,OR,CHI,10,9,154,280,1646,8,9,50,326,6.52,3,0,0,,0,QB,130,73,208,West Linn,#N/A,#N/A,12-01-1977,1,1999,1
2000,Curtis Enis,24,Union City,OH,CHI,12,5,0,0,0,0,0,36,84,2.33,1,8,68,8.5,0,RB,21,73,242,Penn St.,15,68,15-06-1976,1,1998,6
2000,Dez White,21,Orange Park,PA,CHI,15,0,0,0,0,0,0,0,0,,0,10,87,8.7,1,WR,15,73,215,Georgia Tech,117,77,23-08-1979,0,2000,8
2000,Dustin Lyman,24,Boulder,CO,CHI,14,7,0,0,0,0,0,0,0,,0,1,4,4,0,TE,,76,245,Wake Forest,86,96,05-08-1976,0,2000,8
2000,D'Wayne Bates,25,Aiken,SC,CHI,5,0,0,0,0,0,0,1,-2,-2,0,4,42,10.5,0,WR,4,74,212,Northwestern,92,92,04-12-1975,0,1999,12
2000,Eddie Kennison,27,Lake Charles,LA,CHI,16,10,0,0,0,0,0,3,72,24,0,55,549,9.98,2,WR,74,73,201,LSU,146,48,20-01-1973,1,1996,1
2000,James Allen,25,Wynnewood,OK,CHI,16,15,0,0,0,0,0,290,1120,3.86,2,39,291,7.46,1,RB,159,70,212,Oklahoma,160,39,28-03-1975,0,0,3
2000,Jim Miller,29,Grosse Pointe,MI,CHI,3,2,47,82,382,1,1,7,5,0.71,0,0,0,,0,QB,18,74,226,Michigan St.,112,76,09-02-1971,0,1994,2
2000,John Allred,26,Del Mar,CA,CHI,5,3,0,0,0,0,0,0,0,,0,9,109,12.11,1,TE,17,76,249,USC,129,49,09-09-1974,0,1997,9
2000,Kaseem Sinceno,24,New York,NY,CHI,11,11,0,0,0,0,0,0,0,,0,23,206,8.96,0,TE,21,76,259,Syracuse,81,101,26-03-1976,0,0,3
2000,Macey Brooks,25,Hampton,VA,CHI,16,3,0,0,0,0,0,0,0,,0,26,216,8.31,0,WR,22,77,212,James Madison,#N/A,#N/A,02-02-1975,0,1997,2
2000,Marcus Robinson,25,Fort Valley,GA,CHI,11,11,0,0,0,0,0,1,9,9,0,55,738,13.42,5,WR,105,75,215,South Carolina,110,76,27-02-1975,0,1997,2
